"values","group"
0.027027027027027,"intra plants"
0.0135135135135135,"intra plants"
0.0540540540540541,"intra plants"
0.148648648648649,"intra plants"
0.0540540540540541,"intra plants"
0.027027027027027,"intra plants"
0.0087719298245614,"intra plants"
0.0087719298245614,"intra plants"
0.0087719298245614,"intra plants"
0.0087719298245614,"intra plants"
0.0526315789473684,"intra plants"
0.263157894736842,"intra plants"
0.210526315789474,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.0857142857142857,"intra plants"
0.0714285714285714,"intra plants"
0.00952380952380952,"intra plants"
0.00952380952380952,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.019047619047619,"intra plants"
0.138095238095238,"intra plants"
0.0714285714285714,"intra plants"
0.119047619047619,"intra plants"
0.00476190476190476,"intra plants"
1,"intra plants"
0.166666666666667,"intra plants"
0.0483870967741935,"intra plants"
0.112903225806452,"intra plants"
0.0161290322580645,"intra plants"
0.0161290322580645,"intra plants"
0.0483870967741935,"intra plants"
0.0645161290322581,"intra plants"
0.0645161290322581,"intra plants"
0.0714285714285714,"intra plants"
0.0714285714285714,"intra plants"
0.0714285714285714,"intra plants"
0.357142857142857,"intra plants"
0.428571428571429,"intra plants"
0.0571428571428571,"intra plants"
0.0285714285714286,"intra plants"
0.0285714285714286,"intra plants"
0.0833333333333333,"intra plants"
0.333333333333333,"intra plants"
0.0833333333333333,"intra plants"
0.333333333333333,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
1,"intra plants"
0.0135135135135135,"intra plants"
0.0135135135135135,"intra plants"
0.0135135135135135,"intra plants"
0.540540540540541,"intra plants"
0.0135135135135135,"intra plants"
0.0405405405405405,"intra plants"
0.0135135135135135,"intra plants"
0.0135135135135135,"intra plants"
0.0135135135135135,"intra plants"
0.0175438596491228,"intra plants"
0.0087719298245614,"intra plants"
0.0263157894736842,"intra plants"
0.087719298245614,"intra plants"
0.114035087719298,"intra plants"
0.184210526315789,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00952380952380952,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.0238095238095238,"intra plants"
0.00952380952380952,"intra plants"
0.00952380952380952,"intra plants"
0.0285714285714286,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.00952380952380952,"intra plants"
0.00952380952380952,"intra plants"
0.0333333333333333,"intra plants"
0.166666666666667,"intra plants"
0.00476190476190476,"intra plants"
0.00476190476190476,"intra plants"
0.019047619047619,"intra plants"
0.0571428571428571,"intra plants"
0.0142857142857143,"intra plants"
0.75,"intra plants"
0.25,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.112903225806452,"intra plants"
0.032258064516129,"intra plants"
0.0161290322580645,"intra plants"
0.0806451612903226,"intra plants"
0.0967741935483871,"intra plants"
0.0161290322580645,"intra plants"
0.0483870967741935,"intra plants"
0.0161290322580645,"intra plants"
0.0483870967741935,"intra plants"
0.0967741935483871,"intra plants"
0.0161290322580645,"intra plants"
0.0483870967741935,"intra plants"
0.0857142857142857,"intra plants"
0.0285714285714286,"intra plants"
0.285714285714286,"intra plants"
0.0285714285714286,"intra plants"
0.0857142857142857,"intra plants"
0.257142857142857,"intra plants"
0.0285714285714286,"intra plants"
0.0857142857142857,"intra plants"
0.0833333333333333,"intra plants"
0.0833333333333333,"intra plants"
0.125,"intra plants"
0.00746268656716418,"intra plants"
0.0298507462686567,"intra plants"
0.00746268656716418,"intra plants"
0.00746268656716418,"intra plants"
0.335820895522388,"intra plants"
0.0315457413249211,"intra plants"
0.0157728706624606,"intra plants"
0.0315457413249211,"intra plants"
0.00315457413249211,"intra plants"
0.00315457413249211,"intra plants"
0.0126182965299685,"intra plants"
0.00315457413249211,"intra plants"
0.00315457413249211,"intra plants"
0.00315457413249211,"intra plants"
0.167192429022082,"intra plants"
0.056782334384858,"intra plants"
0.00315457413249211,"intra plants"
0.0189274447949527,"intra plants"
0.00315457413249211,"intra plants"
0.0662460567823344,"intra plants"
0.0769230769230769,"intra plants"
0.153846153846154,"intra plants"
0.461538461538462,"intra plants"
0.021978021978022,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.032967032967033,"intra plants"
0.043956043956044,"intra plants"
0.021978021978022,"intra plants"
0.021978021978022,"intra plants"
0.010989010989011,"intra plants"
0.0659340659340659,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.0659340659340659,"intra plants"
0.010989010989011,"intra plants"
0.131868131868132,"intra plants"
0.010989010989011,"intra plants"
0.0769230769230769,"intra plants"
0.010989010989011,"intra plants"
0.032967032967033,"intra plants"
0.021978021978022,"intra plants"
0.021978021978022,"intra plants"
0.192307692307692,"intra plants"
0.0384615384615385,"intra plants"
0.0384615384615385,"intra plants"
0.0384615384615385,"intra plants"
0.0384615384615385,"intra plants"
0.0384615384615385,"intra plants"
0.166666666666667,"intra plants"
0.25,"intra plants"
0.25,"intra plants"
0.5,"intra plants"
0.00746268656716418,"intra plants"
0.0149253731343284,"intra plants"
0.0298507462686567,"intra plants"
0.0149253731343284,"intra plants"
0.00746268656716418,"intra plants"
0.462686567164179,"intra plants"
0.00746268656716418,"intra plants"
0.00746268656716418,"intra plants"
0.0597014925373134,"intra plants"
0.00630914826498423,"intra plants"
0.00315457413249211,"intra plants"
0.00946372239747634,"intra plants"
0.028391167192429,"intra plants"
0.0252365930599369,"intra plants"
0.00946372239747634,"intra plants"
0.00946372239747634,"intra plants"
0.00315457413249211,"intra plants"
0.28391167192429,"intra plants"
0.00315457413249211,"intra plants"
0.00630914826498423,"intra plants"
0.00946372239747634,"intra plants"
0.00630914826498423,"intra plants"
0.00315457413249211,"intra plants"
0.00315457413249211,"intra plants"
0.167192429022082,"intra plants"
0.0769230769230769,"intra plants"
0.230769230769231,"intra plants"
0.25,"intra plants"
0.25,"intra plants"
0.5,"intra plants"
0.021978021978022,"intra plants"
0.021978021978022,"intra plants"
0.010989010989011,"intra plants"
0.021978021978022,"intra plants"
0.032967032967033,"intra plants"
0.032967032967033,"intra plants"
0.032967032967033,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.032967032967033,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.010989010989011,"intra plants"
0.043956043956044,"intra plants"
0.021978021978022,"intra plants"
0.333333333333333,"intra plants"
0.333333333333333,"intra plants"
0.333333333333333,"intra plants"
0.230769230769231,"intra plants"
0.0384615384615385,"intra plants"
0.0384615384615385,"intra plants"
0.0769230769230769,"intra plants"
0.153846153846154,"intra plants"
0.0384615384615385,"intra plants"
0.0384615384615385,"intra plants"
0.666666666666667,"intra plants"
0.166666666666667,"intra plants"
0.00826446280991736,"intra plants"
0.28099173553719,"intra plants"
0.00826446280991736,"intra plants"
0.0661157024793388,"intra plants"
0.00826446280991736,"intra plants"
0.00826446280991736,"intra plants"
0.00826446280991736,"intra plants"
0.00826446280991736,"intra plants"
0.0247933884297521,"intra plants"
0.00826446280991736,"intra plants"
0.00826446280991736,"intra plants"
0.00826446280991736,"intra plants"
0.00826446280991736,"intra plants"
0.0290909090909091,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.130909090909091,"intra plants"
0.0254545454545455,"intra plants"
0.00363636363636364,"intra plants"
0.00727272727272727,"intra plants"
0.0181818181818182,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.287272727272727,"intra plants"
0.0404040404040404,"intra plants"
0.0707070707070707,"intra plants"
0.0101010101010101,"intra plants"
0.0404040404040404,"intra plants"
0.0101010101010101,"intra plants"
0.141414141414141,"intra plants"
0.0101010101010101,"intra plants"
0.0202020202020202,"intra plants"
0.0101010101010101,"intra plants"
0.0303030303030303,"intra plants"
0.0101010101010101,"intra plants"
0.0101010101010101,"intra plants"
0.0404040404040404,"intra plants"
0.0202020202020202,"intra plants"
0.0303030303030303,"intra plants"
0.0101010101010101,"intra plants"
0.0303030303030303,"intra plants"
0.0505050505050505,"intra plants"
0.0101010101010101,"intra plants"
0.027027027027027,"intra plants"
0.162162162162162,"intra plants"
0.432432432432432,"intra plants"
0.2,"intra plants"
0.4,"intra plants"
0.4,"intra plants"
0.0731707317073171,"intra plants"
0.121951219512195,"intra plants"
0.024390243902439,"intra plants"
0.0487804878048781,"intra plants"
0.024390243902439,"intra plants"
0.0909090909090909,"intra plants"
0.121212121212121,"intra plants"
0.0303030303030303,"intra plants"
0.0303030303030303,"intra plants"
0.0303030303030303,"intra plants"
0.0303030303030303,"intra plants"
0.0303030303030303,"intra plants"
0.0909090909090909,"intra plants"
0.0833333333333333,"intra plants"
0.0833333333333333,"intra plants"
0.0833333333333333,"intra plants"
0.0833333333333333,"intra plants"
0.0277777777777778,"intra plants"
0.0172413793103448,"intra plants"
0.206896551724138,"intra plants"
0.0172413793103448,"intra plants"
0.0344827586206897,"intra plants"
0.0172413793103448,"intra plants"
0.142857142857143,"intra plants"
0.0714285714285714,"intra plants"
0.642857142857143,"intra plants"
0.0714285714285714,"intra plants"
0.0714285714285714,"intra plants"
0.00826446280991736,"intra plants"
0.512396694214876,"intra plants"
0.0165289256198347,"intra plants"
0.00826446280991736,"intra plants"
0.0109090909090909,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.156363636363636,"intra plants"
0.0109090909090909,"intra plants"
0.00363636363636364,"intra plants"
0.00363636363636364,"intra plants"
0.0181818181818182,"intra plants"
0.00363636363636364,"intra plants"
0.254545454545455,"intra plants"
0.00363636363636364,"intra plants"
0.0101010101010101,"intra plants"
0.0404040404040404,"intra plants"
0.282828282828283,"intra plants"
0.0404040404040404,"intra plants"
0.0101010101010101,"intra plants"
0.0101010101010101,"intra plants"
0.0101010101010101,"intra plants"
0.027027027027027,"intra plants"
0.0540540540540541,"intra plants"
0.027027027027027,"intra plants"
0.027027027027027,"intra plants"
0.243243243243243,"intra plants"
0.024390243902439,"intra plants"
0.24390243902439,"intra plants"
0.024390243902439,"intra plants"
0.0975609756097561,"intra plants"
0.024390243902439,"intra plants"
0.0975609756097561,"intra plants"
0.0487804878048781,"intra plants"
0.0731707317073171,"intra plants"
0.024390243902439,"intra plants"
0.0487804878048781,"intra plants"
1,"intra plants"
1,"intra plants"
0.0303030303030303,"intra plants"
0.272727272727273,"intra plants"
0.0303030303030303,"intra plants"
0.151515151515152,"intra plants"
0.0303030303030303,"intra plants"
0.0303030303030303,"intra plants"
0.0833333333333333,"intra plants"
0.277777777777778,"intra plants"
0.0277777777777778,"intra plants"
0.111111111111111,"intra plants"
0.0833333333333333,"intra plants"
0.0277777777777778,"intra plants"
0.0277777777777778,"intra plants"
0.0344827586206897,"intra plants"
0.551724137931034,"intra plants"
0.0172413793103448,"intra plants"
0.0517241379310345,"intra plants"
0.0517241379310345,"intra plants"
0.00892857142857143,"intra plants"
0.00892857142857143,"intra plants"
0.00892857142857143,"intra plants"
0.107142857142857,"intra plants"
1,"intra plants"
0.0441176470588235,"intra plants"
0.617647058823529,"intra plants"
0.0147058823529412,"intra plants"
0.0099009900990099,"intra plants"
0.0099009900990099,"intra plants"
0.366336633663366,"intra plants"
0.0099009900990099,"intra plants"
0.0099009900990099,"intra plants"
0.0099009900990099,"intra plants"
0.099009900990099,"intra plants"
0.0099009900990099,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.372881355932203,"intra plants"
0.0338983050847458,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.34375,"intra plants"
0.0625,"intra plants"
0.25,"intra plants"
0.0588235294117647,"intra plants"
0.0588235294117647,"intra plants"
0.235294117647059,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.0487804878048781,"intra plants"
0.024390243902439,"intra plants"
0.0975609756097561,"intra plants"
0.0731707317073171,"intra plants"
0.5,"intra plants"
0.125,"intra plants"
0.0625,"intra plants"
0.0625,"intra plants"
0.0625,"intra plants"
0.0625,"intra plants"
0.0625,"intra plants"
0.0625,"intra plants"
0.333333333333333,"intra plants"
0.166666666666667,"intra plants"
0.5,"intra plants"
0.166666666666667,"intra plants"
0.0121212121212121,"intra plants"
0.357575757575758,"intra plants"
0.00606060606060606,"intra plants"
0.00606060606060606,"intra plants"
0.0181818181818182,"intra plants"
0.00606060606060606,"intra plants"
0.0121212121212121,"intra plants"
0.0181818181818182,"intra plants"
0.0545454545454545,"intra plants"
0.00606060606060606,"intra plants"
0.166666666666667,"intra plants"
0.666666666666667,"intra plants"
0.166666666666667,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.375,"intra plants"
0.0526315789473684,"intra plants"
0.0175438596491228,"intra plants"
0.192982456140351,"intra plants"
0.0350877192982456,"intra plants"
0.0175438596491228,"intra plants"
0.0526315789473684,"intra plants"
0.00892857142857143,"intra plants"
0.0178571428571429,"intra plants"
0.00892857142857143,"intra plants"
0.00892857142857143,"intra plants"
0.00892857142857143,"intra plants"
0.0267857142857143,"intra plants"
0.00892857142857143,"intra plants"
0.0178571428571429,"intra plants"
0.0267857142857143,"intra plants"
0.0357142857142857,"intra plants"
0.00892857142857143,"intra plants"
0.00892857142857143,"intra plants"
0.25,"intra plants"
0.401785714285714,"intra plants"
0.0178571428571429,"intra plants"
0.00892857142857143,"intra plants"
0.0147058823529412,"intra plants"
0.264705882352941,"intra plants"
0.0294117647058824,"intra plants"
0.0147058823529412,"intra plants"
0.0198019801980198,"intra plants"
0.148514851485149,"intra plants"
0.0099009900990099,"intra plants"
0.108910891089109,"intra plants"
0.0099009900990099,"intra plants"
0.0198019801980198,"intra plants"
0.0198019801980198,"intra plants"
0.0099009900990099,"intra plants"
0.128712871287129,"intra plants"
0.0338983050847458,"intra plants"
0.0677966101694915,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0677966101694915,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0338983050847458,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0338983050847458,"intra plants"
0.0508474576271186,"intra plants"
0.0169491525423729,"intra plants"
0.0169491525423729,"intra plants"
0.0338983050847458,"intra plants"
1,"intra plants"
0.03125,"intra plants"
0.09375,"intra plants"
0.03125,"intra plants"
0.1875,"intra plants"
0.0588235294117647,"intra plants"
0.0588235294117647,"intra plants"
0.176470588235294,"intra plants"
0.117647058823529,"intra plants"
0.235294117647059,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.024390243902439,"intra plants"
0.0731707317073171,"intra plants"
0.024390243902439,"intra plants"
0.170731707317073,"intra plants"
0.121951219512195,"intra plants"
0.0731707317073171,"intra plants"
0.0731707317073171,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.166666666666667,"intra plants"
0.0727272727272727,"intra plants"
0.00606060606060606,"intra plants"
0.00606060606060606,"intra plants"
0.212121212121212,"intra plants"
0.0181818181818182,"intra plants"
0.0848484848484849,"intra plants"
0.00606060606060606,"intra plants"
0.0181818181818182,"intra plants"
0.00606060606060606,"intra plants"
0.0242424242424242,"intra plants"
0.0121212121212121,"intra plants"
0.00606060606060606,"intra plants"
0.0303030303030303,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.125,"intra plants"
0.0175438596491228,"intra plants"
0.0175438596491228,"intra plants"
0.0350877192982456,"intra plants"
0.0175438596491228,"intra plants"
0.333333333333333,"intra plants"
0.0350877192982456,"intra plants"
0.0175438596491228,"intra plants"
0.0175438596491228,"intra plants"
0.140350877192982,"intra plants"
0.0075187969924812,"intra plants"
0.0526315789473684,"intra plants"
0.037593984962406,"intra plants"
0.0075187969924812,"intra plants"
0.0075187969924812,"intra plants"
0.0827067669172932,"intra plants"
0.0075187969924812,"intra plants"
0.0300751879699248,"intra plants"
0.0150375939849624,"intra plants"
0.0150375939849624,"intra plants"
0.0075187969924812,"intra plants"
0.0676691729323308,"intra plants"
0.0977443609022556,"intra plants"
0.0827067669172932,"intra plants"
0.25,"intra plants"
0.173076923076923,"intra plants"
0.153846153846154,"intra plants"
0.0192307692307692,"intra plants"
0.26605504587156,"intra plants"
0.018348623853211,"intra plants"
0.018348623853211,"intra plants"
0.00917431192660551,"intra plants"
0.00917431192660551,"intra plants"
0.08300395256917,"intra plants"
0.00395256916996047,"intra plants"
0.00395256916996047,"intra plants"
0.0790513833992095,"intra plants"
0.00395256916996047,"intra plants"
0.00395256916996047,"intra plants"
0.00790513833992095,"intra plants"
0.00395256916996047,"intra plants"
0.0316205533596838,"intra plants"
0.00790513833992095,"intra plants"
0.00790513833992095,"intra plants"
0.00395256916996047,"intra plants"
0.00395256916996047,"intra plants"
0.102766798418972,"intra plants"
0.0671936758893281,"intra plants"
0.305555555555556,"intra plants"
0.0277777777777778,"intra plants"
0.285714285714286,"intra plants"
0.012987012987013,"intra plants"
0.012987012987013,"intra plants"
0.025974025974026,"intra plants"
0.012987012987013,"intra plants"
0.519480519480519,"intra plants"
0.25,"intra plants"
0.0476190476190476,"intra plants"
0.0476190476190476,"intra plants"
0.476190476190476,"intra plants"
0.0476190476190476,"intra plants"
0.142857142857143,"intra plants"
0.0681818181818182,"intra plants"
0.136363636363636,"intra plants"
1,"intra plants"
0.00909090909090909,"intra plants"
0.00909090909090909,"intra plants"
0.445454545454545,"intra plants"
0.0272727272727273,"intra plants"
0.00909090909090909,"intra plants"
0.00909090909090909,"intra plants"
0.00909090909090909,"intra plants"
0.0434782608695652,"intra plants"
0.0434782608695652,"intra plants"
0.304347826086957,"intra plants"
0.0434782608695652,"intra plants"
0.0434782608695652,"intra plants"
0.176470588235294,"intra plants"
0.352941176470588,"intra plants"
0.117647058823529,"intra plants"
0.0588235294117647,"intra plants"
0.0588235294117647,"intra plants"
0.0075187969924812,"intra plants"
0.0601503759398496,"intra plants"
0.0225563909774436,"intra plants"
0.0075187969924812,"intra plants"
0.0300751879699248,"intra plants"
0.0075187969924812,"intra plants"
0.0075187969924812,"intra plants"
0.0225563909774436,"intra plants"
0.0225563909774436,"intra plants"
0.0150375939849624,"intra plants"
0.278195488721804,"intra plants"
1,"intra plants"
0.0769230769230769,"intra plants"
0.115384615384615,"intra plants"
0.0192307692307692,"intra plants"
0.0961538461538462,"intra plants"
0.0769230769230769,"intra plants"
0.0192307692307692,"intra plants"
0.25,"intra plants"
0.25,"intra plants"
0.5,"intra plants"
0.220183486238532,"intra plants"
0.00917431192660551,"intra plants"
0.00917431192660551,"intra plants"
0.00917431192660551,"intra plants"
0.0275229357798165,"intra plants"
0.321100917431193,"intra plants"
0.018348623853211,"intra plants"
0.0642201834862385,"intra plants"
0.075098814229249,"intra plants"
0.0158102766798419,"intra plants"
0.201581027667984,"intra plants"
0.00395256916996047,"intra plants"
0.00395256916996047,"intra plants"
0.0118577075098814,"intra plants"
0.0434782608695652,"intra plants"
0.0316205533596838,"intra plants"
0.00790513833992095,"intra plants"
0.00395256916996047,"intra plants"
0.00790513833992095,"intra plants"
0.0118577075098814,"intra plants"
0.16600790513834,"intra plants"
0.555555555555556,"intra plants"
0.0277777777777778,"intra plants"
0.0277777777777778,"intra plants"
0.0555555555555556,"intra plants"
0.025974025974026,"intra plants"
0.038961038961039,"intra plants"
0.0649350649350649,"intra plants"
0.727272727272727,"intra plants"
0.0909090909090909,"intra plants"
0.181818181818182,"intra plants"
1,"intra plants"
0.25,"intra plants"
0.25,"intra plants"
0.25,"intra plants"
0.142857142857143,"intra plants"
0.142857142857143,"intra plants"
0.142857142857143,"intra plants"
0.5,"intra plants"
0.0714285714285714,"intra plants"
0.0476190476190476,"intra plants"
0.0476190476190476,"intra plants"
0.0476190476190476,"intra plants"
0.0476190476190476,"intra plants"
0.0476190476190476,"intra plants"
0.363636363636364,"intra plants"
0.0909090909090909,"intra plants"
0.340909090909091,"intra plants"
0.191919191919192,"intra plants"
0.0707070707070707,"intra plants"
0.0303030303030303,"intra plants"
0.0101010101010101,"intra plants"
0.0707070707070707,"intra plants"
0.0909090909090909,"intra plants"
0.0505050505050505,"intra plants"
0.161616161616162,"intra plants"
0.101010101010101,"intra plants"
0.111111111111111,"intra plants"
0.0101010101010101,"intra plants"
0.0909090909090909,"intra plants"
0.0101010101010101,"intra plants"
0.00909090909090909,"intra plants"
0.0272727272727273,"intra plants"
0.327272727272727,"intra plants"
0.00909090909090909,"intra plants"
0.00909090909090909,"intra plants"
0.0181818181818182,"intra plants"
0.0727272727272727,"intra plants"
0.00909090909090909,"intra plants"
0.478260869565217,"intra plants"
0.0434782608695652,"intra plants"
0.0588235294117647,"intra plants"
0.0588235294117647,"intra plants"
0.0588235294117647,"intra plants"
0.0588235294117647,"intra plants"
0.0117647058823529,"intra plants"
0.0235294117647059,"intra plants"
0.0117647058823529,"intra plants"
0.0235294117647059,"intra plants"
0.0235294117647059,"intra plants"
0.0588235294117647,"intra plants"
0.0117647058823529,"intra plants"
0.0117647058823529,"intra plants"
0.0470588235294118,"intra plants"
0.0235294117647059,"intra plants"
0.0117647058823529,"intra plants"
0.0352941176470588,"intra plants"
0.0352941176470588,"intra plants"
0.0705882352941176,"intra plants"
0.0120481927710843,"intra plants"
0.36144578313253,"intra plants"
0.072289156626506,"intra plants"
0.036144578313253,"intra plants"
0.0120481927710843,"intra plants"
0.0120481927710843,"intra plants"
0.0240963855421687,"intra plants"
0.0120481927710843,"intra plants"
0.0816326530612245,"intra plants"
0.00680272108843537,"intra plants"
0.115646258503401,"intra plants"
0.00680272108843537,"intra plants"
0.0136054421768707,"intra plants"
0.0680272108843537,"intra plants"
0.00680272108843537,"intra plants"
0.00680272108843537,"intra plants"
0.102040816326531,"intra plants"
0.0298507462686567,"intra plants"
0.402985074626866,"intra plants"
0.0149253731343284,"intra plants"
0.0149253731343284,"intra plants"
0.0149253731343284,"intra plants"
