"node_id","module","sub_module","sub_sub_module","layer_id","flow","type","species"
1,6,NA,NA,7,0.000613747,"plant","Argyranthemum.frutescens"
1,6,NA,NA,8,0.0033016,"plant","Argyranthemum.frutescens"
1,6,NA,NA,9,0.00262265,"plant","Argyranthemum.frutescens"
1,6,NA,NA,10,0.0048459,"plant","Argyranthemum.frutescens"
1,6,NA,NA,11,0.00468753,"plant","Argyranthemum.frutescens"
1,6,NA,NA,12,0.010363,"plant","Argyranthemum.frutescens"
4,10,NA,NA,10,5.99655e-05,"plant","Asphaltklee.bituminosa"
4,5,NA,NA,12,0.000877101,"plant","Asphaltklee.bituminosa"
4,5,NA,NA,13,0.00176098,"plant","Asphaltklee.bituminosa"
4,5,NA,NA,14,0.0114541,"plant","Asphaltklee.bituminosa"
5,11,NA,NA,9,0.000477362,"plant","Ceballosia.fruticosa"
5,11,NA,NA,10,0.00117455,"plant","Ceballosia.fruticosa"
5,11,NA,NA,13,0.000741769,"plant","Ceballosia.fruticosa"
5,11,NA,NA,14,0.00615023,"plant","Ceballosia.fruticosa"
6,28,NA,NA,10,0.000542086,"plant","Ceropegia.dichotoma"
7,1,NA,NA,7,7.15297e-06,"plant","Ceropegia.fusca"
8,1,NA,NA,3,0.000557507,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,4,0.00136039,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,5,0.00110031,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,6,0.00105296,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,7,0.000921542,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,8,0.00114259,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,9,0.0015726,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,10,0.00474988,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,11,0.00291983,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,12,0.00679211,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,13,0.00528586,"plant","Euphorbia.balsamifera..f."
8,1,NA,NA,14,0.0260314,"plant","Euphorbia.balsamifera..f."
9,2,NA,NA,3,0.00185857,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,4,0.00345087,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,5,0.00132322,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,6,0.0025622,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,7,0.00160557,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,8,0.00306603,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,9,0.00343606,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,10,0.00647985,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,11,0.00441087,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,12,0.0108813,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,13,0.0106404,"plant","Euphorbia.balsamifera..m."
9,2,NA,NA,14,0.0549655,"plant","Euphorbia.balsamifera..m."
10,1,NA,NA,7,0.000934919,"plant","Euphorbia.lamarckii"
10,1,NA,NA,8,0.00266978,"plant","Euphorbia.lamarckii"
10,1,NA,NA,9,0.00055822,"plant","Euphorbia.lamarckii"
10,1,NA,NA,10,0.00111028,"plant","Euphorbia.lamarckii"
10,1,NA,NA,11,0.00213157,"plant","Euphorbia.lamarckii"
10,1,NA,NA,12,0.00575945,"plant","Euphorbia.lamarckii"
10,1,NA,NA,13,0.00966481,"plant","Euphorbia.lamarckii"
10,1,NA,NA,14,0.0817733,"plant","Euphorbia.lamarckii"
11,17,NA,NA,5,0.00192474,"plant","Euphorbia.regis.jubae"
11,17,NA,NA,6,0.00223506,"plant","Euphorbia.regis.jubae"
12,12,NA,NA,5,0.000278012,"plant","Fagonia.albiflora"
12,12,NA,NA,6,0.000934189,"plant","Fagonia.albiflora"
12,12,NA,NA,8,0.000273356,"plant","Fagonia.albiflora"
12,12,NA,NA,9,0.00123603,"plant","Fagonia.albiflora"
12,12,NA,NA,10,0.00143532,"plant","Fagonia.albiflora"
12,12,NA,NA,12,0.00387854,"plant","Fagonia.albiflora"
13,15,NA,NA,7,0.00022363,"plant","Frankenia.laevis"
13,15,NA,NA,8,0.000977614,"plant","Frankenia.laevis"
13,15,NA,NA,10,0.00119494,"plant","Frankenia.laevis"
14,24,NA,NA,3,0.000296552,"plant","Helianthemum.canariensis"
14,24,NA,NA,4,0.000617046,"plant","Helianthemum.canariensis"
14,24,NA,NA,7,0.000506717,"plant","Helianthemum.canariensis"
14,24,NA,NA,8,0.00078217,"plant","Helianthemum.canariensis"
15,29,NA,NA,4,0.000700587,"plant","Kickxia.heterophylla"
16,7,NA,NA,5,0.000148451,"plant","Kickxia.scoparia"
16,7,NA,NA,10,0.00010088,"plant","Kickxia.scoparia"
16,7,NA,NA,11,0.000195164,"plant","Kickxia.scoparia"
16,7,NA,NA,12,0.00133267,"plant","Kickxia.scoparia"
17,4,NA,NA,3,0.00224956,"plant","Launaea.arborescens"
17,4,NA,NA,4,0.00297569,"plant","Launaea.arborescens"
17,4,NA,NA,5,0.000965783,"plant","Launaea.arborescens"
17,4,NA,NA,6,0.00225765,"plant","Launaea.arborescens"
17,4,NA,NA,7,0.00185152,"plant","Launaea.arborescens"
17,4,NA,NA,8,0.00323172,"plant","Launaea.arborescens"
17,4,NA,NA,9,0.00157222,"plant","Launaea.arborescens"
17,4,NA,NA,10,0.0030149,"plant","Launaea.arborescens"
17,4,NA,NA,11,0.00352702,"plant","Launaea.arborescens"
17,4,NA,NA,12,0.0128766,"plant","Launaea.arborescens"
18,7,NA,NA,10,0.000986171,"plant","Lavendula.buchii"
19,5,NA,NA,6,0.000133112,"plant","Lavendula.minutolii"
20,25,NA,NA,7,0.00106277,"plant","Lavendula.multifida"
20,25,NA,NA,11,0.000332014,"plant","Lavendula.multifida"
21,13,NA,NA,13,0.00560867,"plant","Lotus.glaucus"
22,16,2,NA,4,0.000723698,"plant","Lotus.lancerottensis"
23,26,NA,NA,7,7.15297e-06,"plant","Lotus.sessilifolius"
23,26,NA,NA,8,0.00143361,"plant","Lotus.sessilifolius"
25,30,NA,NA,6,0.000478451,"plant","Lotus.spartioides"
26,7,NA,NA,3,0.000489035,"plant","Lycium.intricatum"
26,7,NA,NA,4,0.000871895,"plant","Lycium.intricatum"
26,7,NA,NA,5,0.000807537,"plant","Lycium.intricatum"
26,7,NA,NA,6,0.00124042,"plant","Lycium.intricatum"
26,7,NA,NA,7,0.000740356,"plant","Lycium.intricatum"
26,7,NA,NA,8,0.000827837,"plant","Lycium.intricatum"
26,7,NA,NA,9,0.0014152,"plant","Lycium.intricatum"
26,7,NA,NA,10,0.00187182,"plant","Lycium.intricatum"
26,7,NA,NA,12,0.0042095,"plant","Lycium.intricatum"
27,3,3,NA,9,6.78393e-05,"plant","Nauplius.aquaticus"
27,3,3,NA,10,0.001271,"plant","Nauplius.aquaticus"
29,1,NA,NA,9,6.27644e-05,"plant","Neochamaelea.pulverulenta"
30,10,NA,NA,10,0.00488659,"plant","Parolinia.intermedia"
31,1,NA,NA,7,0.00158952,"plant","Periploca.laevigata"
31,1,NA,NA,8,0.00337007,"plant","Periploca.laevigata"
31,1,NA,NA,9,0.0016913,"plant","Periploca.laevigata"
31,1,NA,NA,10,0.00272032,"plant","Periploca.laevigata"
31,1,NA,NA,11,0.00207167,"plant","Periploca.laevigata"
31,1,NA,NA,12,0.00624834,"plant","Periploca.laevigata"
31,1,NA,NA,13,0.00453504,"plant","Periploca.laevigata"
31,1,NA,NA,14,0.0378942,"plant","Periploca.laevigata"
32,16,3,NA,3,0.000233584,"plant","Phagnalon.purpurascens"
32,16,1,NA,4,0.00186475,"plant","Phagnalon.purpurascens"
33,3,1,NA,11,0.000956758,"plant","Phagnalon.saxatile"
33,3,1,NA,12,0.0049469,"plant","Phagnalon.saxatile"
33,3,1,NA,14,0.0148731,"plant","Phagnalon.saxatile"
34,18,NA,NA,5,0.000212704,"plant","Plocama.pendula"
34,18,NA,NA,6,0.000926655,"plant","Plocama.pendula"
34,18,NA,NA,7,0.000379074,"plant","Plocama.pendula"
34,18,NA,NA,11,0.000839932,"plant","Plocama.pendula"
35,8,NA,NA,5,0.000234609,"plant","Rubia.fruticosa"
35,8,NA,NA,6,0.000907978,"plant","Rubia.fruticosa"
35,8,NA,NA,9,0.000554496,"plant","Rubia.fruticosa"
35,8,NA,NA,10,0.000709892,"plant","Rubia.fruticosa"
35,8,NA,NA,11,0.00144266,"plant","Rubia.fruticosa"
35,8,NA,NA,12,0.00268746,"plant","Rubia.fruticosa"
35,8,NA,NA,13,0.00149887,"plant","Rubia.fruticosa"
35,8,NA,NA,14,0.00421748,"plant","Rubia.fruticosa"
36,33,NA,NA,3,0.000290848,"plant","Salvia.aegyptiaca"
36,2,NA,NA,12,0.000276521,"plant","Salvia.aegyptiaca"
37,35,NA,NA,7,9.1073e-05,"plant","Satureja.kuegleri"
37,35,NA,NA,8,0.000486391,"plant","Satureja.kuegleri"
37,1,NA,NA,14,0.000934601,"plant","Satureja.kuegleri"
38,3,2,NA,5,0.00039823,"plant","Schizogyne.sericea"
38,3,2,NA,7,0.000516687,"plant","Schizogyne.sericea"
38,3,2,NA,8,0.00140804,"plant","Schizogyne.sericea"
38,3,2,NA,9,0.00087207,"plant","Schizogyne.sericea"
38,3,2,NA,10,0.00152561,"plant","Schizogyne.sericea"
38,3,2,NA,14,0.0125834,"plant","Schizogyne.sericea"
40,17,NA,NA,6,5.08528e-05,"pollinator","Agromyzidae_sp._1"
40,17,NA,NA,7,7.86778e-05,"pollinator","Agromyzidae_sp._1"
40,17,NA,NA,8,0.000253046,"pollinator","Agromyzidae_sp._1"
41,1,NA,NA,10,2.00561e-05,"pollinator","Agromyzidae?_sp._2"
42,4,NA,NA,6,2.59125e-05,"pollinator","Alliophleps_elliptica"
43,7,NA,NA,9,4.25571e-05,"pollinator","Amegilla_canifrons"
44,7,NA,NA,5,6.40961e-05,"pollinator","Amegilla_quadrifasciata"
44,7,NA,NA,6,0.00016943,"pollinator","Amegilla_quadrifasciata"
44,25,NA,NA,7,0.00052617,"pollinator","Amegilla_quadrifasciata"
44,7,NA,NA,10,0.0006694,"pollinator","Amegilla_quadrifasciata"
44,7,NA,NA,12,0.00196037,"pollinator","Amegilla_quadrifasciata"
46,15,NA,NA,8,6.67881e-05,"pollinator","Ammophila_terminata"
47,2,NA,NA,12,0.000561972,"pollinator","Anaspis_cf._canariensis"
48,4,NA,NA,4,5.47691e-05,"pollinator","Anaspis_cf._eversi"
50,10,NA,NA,3,1.77982e-05,"pollinator","Anaspis_proteus"
50,10,NA,NA,4,0.000146947,"pollinator","Anaspis_proteus"
50,10,NA,NA,5,0.000207018,"pollinator","Anaspis_proteus"
50,10,NA,NA,6,0.000759897,"pollinator","Anaspis_proteus"
50,10,NA,NA,7,0.000336777,"pollinator","Anaspis_proteus"
50,10,NA,NA,8,0.000954542,"pollinator","Anaspis_proteus"
50,10,NA,NA,9,0.00122144,"pollinator","Anaspis_proteus"
50,10,NA,NA,10,0.0025251,"pollinator","Anaspis_proteus"
52,17,NA,NA,5,0.000116901,"pollinator","Andrena_vulcana"
52,12,NA,NA,6,0.00020477,"pollinator","Andrena_vulcana"
53,2,NA,NA,6,5.42123e-06,"pollinator","Andrena_wollastoni"
55,5,NA,NA,3,0.000203927,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,4,0.000357018,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,5,0.000233474,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,6,0.00080251,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,7,0.000380139,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,8,0.000853615,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,9,0.000973591,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,10,0.00157738,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,12,0.00262767,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,13,0.00176509,"pollinator","Anthophora_alluaudi"
55,5,NA,NA,14,0.00600896,"pollinator","Anthophora_alluaudi"
56,7,NA,NA,5,2.13654e-05,"pollinator","Anthophora_orotavae"
56,25,NA,NA,7,0.000150993,"pollinator","Anthophora_orotavae"
56,7,NA,NA,10,0.000524863,"pollinator","Anthophora_orotavae"
56,12,NA,NA,12,0.000645402,"pollinator","Anthophora_orotavae"
59,40,NA,NA,3,4.1055e-05,"pollinator","Aphthona_wachnitzae"
59,40,NA,NA,4,0.000161095,"pollinator","Aphthona_wachnitzae"
60,18,NA,NA,5,3.00152e-05,"pollinator","Apis_mellifera"
60,18,NA,NA,6,0.000238818,"pollinator","Apis_mellifera"
60,18,NA,NA,7,0.000244645,"pollinator","Apis_mellifera"
60,18,NA,NA,8,0.00053508,"pollinator","Apis_mellifera"
60,18,NA,NA,9,0.000325006,"pollinator","Apis_mellifera"
60,18,NA,NA,10,0.000549468,"pollinator","Apis_mellifera"
60,18,NA,NA,11,0.000904714,"pollinator","Apis_mellifera"
60,4,NA,NA,12,0.00310427,"pollinator","Apis_mellifera"
62,1,NA,NA,7,1.12642e-05,"pollinator","Aprostocetus_occidentalis"
62,1,NA,NA,11,0.000171185,"pollinator","Aprostocetus_occidentalis"
62,1,NA,NA,12,0.00116535,"pollinator","Aprostocetus_occidentalis"
64,1,NA,NA,8,3.01041e-05,"pollinator","Aprostocetus_sp._2"
66,1,NA,NA,3,4.29374e-06,"pollinator","Araneae_sp._1"
67,1,NA,NA,11,2.31548e-05,"pollinator","Araneidae_sp._1"
68,8,NA,NA,11,7.28471e-05,"pollinator","Araneidae_sp._2"
69,2,NA,NA,4,1.33155e-05,"pollinator","Asteia_caesia"
70,1,NA,NA,6,5.62077e-06,"pollinator","Atherigona_varia"
71,4,NA,NA,3,8.8991e-06,"pollinator","Attagenus_abbreviatus"
73,38,NA,NA,5,8.70723e-05,"pollinator","Attagenus_wollastoni"
73,38,NA,NA,7,0.000106382,"pollinator","Attagenus_wollastoni"
73,38,NA,NA,8,0.0002766,"pollinator","Attagenus_wollastoni"
74,4,NA,NA,4,2.73845e-05,"pollinator","Attalus_chrysanthemi"
75,1,NA,NA,14,0.000733069,"pollinator","Attalus_crispus"
76,4,NA,NA,5,0.000302725,"pollinator","Attalus_obscurus"
76,4,NA,NA,6,0.000441677,"pollinator","Attalus_obscurus"
77,16,4,NA,3,4.27753e-05,"pollinator","Attalus_olivensis"
77,16,4,NA,4,0.000464465,"pollinator","Attalus_olivensis"
78,8,NA,NA,9,3.48816e-05,"pollinator","Attalus_pallipes"
79,2,NA,NA,8,1.97519e-05,"pollinator","Attalus_ruficollis"
80,6,NA,NA,11,6.28791e-05,"pollinator","Attalus_rugifrons"
80,6,NA,NA,12,0.000334707,"pollinator","Attalus_rugifrons"
81,37,NA,NA,3,8.49273e-05,"pollinator","Aulacoderus_canariensis"
81,37,NA,NA,4,0.000232795,"pollinator","Aulacoderus_canariensis"
81,37,NA,NA,9,0.000162715,"pollinator","Aulacoderus_canariensis"
83,2,NA,NA,10,6.34163e-05,"pollinator","Bassus_sp."
84,7,NA,NA,4,1.95885e-05,"pollinator","Blaesoxipha_sp._1"
84,7,NA,NA,8,7.84912e-05,"pollinator","Blaesoxipha_sp._1"
84,7,NA,NA,12,0.00117538,"pollinator","Blaesoxipha_sp._1"
85,17,NA,NA,5,1.67002e-05,"pollinator","Bombylius_pintuarius"
87,2,NA,NA,7,8.77619e-06,"pollinator","Bracon_sp."
87,2,NA,NA,9,6.3375e-05,"pollinator","Bracon_sp."
88,6,NA,NA,11,0.000515809,"pollinator","Bruchidius_wollastoni"
88,6,NA,NA,12,0.00131807,"pollinator","Bruchidius_wollastoni"
89,4,NA,NA,3,1.77982e-05,"pollinator","Campiglossa_martii"
89,4,NA,NA,4,0.000196644,"pollinator","Campiglossa_martii"
90,6,NA,NA,11,6.28791e-05,"pollinator","Campiglossa_reticulata"
91,16,1,NA,3,4.07795e-05,"pollinator","Camponotus_cfr._feae"
91,16,1,NA,4,0.00177694,"pollinator","Camponotus_cfr._feae"
92,1,NA,NA,3,2.29813e-05,"pollinator","Camponotus_feae"
92,1,NA,NA,5,0.000818786,"pollinator","Camponotus_feae"
92,1,NA,NA,6,0.00293661,"pollinator","Camponotus_feae"
92,1,NA,NA,7,0.00259399,"pollinator","Camponotus_feae"
92,1,NA,NA,8,0.00271775,"pollinator","Camponotus_feae"
92,1,NA,NA,9,0.00330742,"pollinator","Camponotus_feae"
92,1,NA,NA,10,0.00808156,"pollinator","Camponotus_feae"
92,1,NA,NA,11,0.00510468,"pollinator","Camponotus_feae"
92,1,NA,NA,12,0.0118875,"pollinator","Camponotus_feae"
92,1,NA,NA,13,0.0149993,"pollinator","Camponotus_feae"
92,1,NA,NA,14,0.117052,"pollinator","Camponotus_feae"
93,2,NA,NA,3,3.21559e-06,"pollinator","Cecidomyiidae_sp."
94,2,NA,NA,14,0.000851908,"pollinator","Cecydomyiidae_sp."
95,4,NA,NA,3,8.8991e-06,"pollinator","Cephalodromia_sp."
95,3,2,NA,5,6.68242e-05,"pollinator","Cephalodromia_sp."
96,1,NA,NA,10,2.37274e-05,"pollinator","Ceratogoponidae_sp."
96,1,NA,NA,14,0.00151949,"pollinator","Ceratogoponidae_sp."
97,1,NA,NA,13,6.1046e-05,"pollinator","Ceratogoponidae_sp._2"
98,13,NA,NA,7,5.11724e-05,"pollinator","Chalicodoma_canescens"
98,5,NA,NA,12,0.000339434,"pollinator","Chalicodoma_canescens"
98,13,NA,NA,13,0.000674348,"pollinator","Chalicodoma_canescens"
99,4,NA,NA,4,8.21536e-05,"pollinator","Chalicodoma_sicula"
101,33,NA,NA,3,8.01215e-05,"pollinator","Chetogena_acuminata"
101,16,1,NA,4,0.000498569,"pollinator","Chetogena_acuminata"
101,15,NA,NA,5,0.000168852,"pollinator","Chetogena_acuminata"
101,15,NA,NA,8,0.000261396,"pollinator","Chetogena_acuminata"
101,15,NA,NA,10,0.000431578,"pollinator","Chetogena_acuminata"
101,15,NA,NA,12,0.000564099,"pollinator","Chetogena_acuminata"
102,1,NA,NA,10,2.37274e-05,"pollinator","Chironomidae_sp."
103,1,NA,NA,13,0.000185585,"pollinator","Chironomidae_sp._1"
103,1,NA,NA,14,0.000933633,"pollinator","Chironomidae_sp._1"
104,2,NA,NA,9,9.70002e-06,"pollinator","Chloropidae_sp."
105,16,2,NA,4,0.000249818,"pollinator","Chloropidae_sp._1"
106,2,NA,NA,3,3.21559e-06,"pollinator","Chloropidae_sp._2"
106,2,NA,NA,6,6.34786e-05,"pollinator","Chloropidae_sp._2"
107,2,NA,NA,13,0.000249077,"pollinator","Chloropidae_sp._3"
107,2,NA,NA,14,0.00187348,"pollinator","Chloropidae_sp._3"
108,2,NA,NA,12,6.24414e-05,"pollinator","Chloropidae_sp._4"
108,1,NA,NA,14,0.000767633,"pollinator","Chloropidae_sp._4"
109,1,NA,NA,8,1.2395e-05,"pollinator","Chloropidae_sp._5"
109,3,3,NA,10,0.000193335,"pollinator","Chloropidae_sp._5"
110,1,NA,NA,8,1.2395e-05,"pollinator","Chloropidae_sp._6"
111,21,NA,NA,3,4.29374e-06,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,4,0.000227168,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,5,0.000198829,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,6,0.000291729,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,7,0.000270006,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,8,0.000942112,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,11,0.000683378,"pollinator","Chrysomya_albiceps"
111,21,NA,NA,14,0.00147772,"pollinator","Chrysomya_albiceps"
112,8,NA,NA,6,9.4274e-06,"pollinator","Coccinella_miranda"
112,1,NA,NA,10,6.89923e-05,"pollinator","Coccinella_miranda"
114,5,NA,NA,13,9.10688e-05,"pollinator","Colias_croceus"
114,5,NA,NA,14,0.00139568,"pollinator","Colias_croceus"
115,18,NA,NA,5,8.63266e-05,"pollinator","Colletes_dimidiatus"
115,1,NA,NA,13,0.000182001,"pollinator","Colletes_dimidiatus"
115,1,NA,NA,14,0.00832277,"pollinator","Colletes_dimidiatus"
118,2,NA,NA,10,1.58541e-05,"pollinator","Crematogaster_alluaudi"
120,2,NA,NA,9,9.70002e-06,"pollinator","Cryptocephalus_gounellei"
121,2,NA,NA,14,0.00155505,"pollinator","Cryptocephalus_nitidicollis"
122,2,NA,NA,4,1.33155e-05,"pollinator","Cryptocephalus_nubigena"
123,1,NA,NA,5,6.05676e-06,"pollinator","Curculionidae_sp."
124,3,2,NA,10,0.000331525,"pollinator","Dasytes_cf._subaenescens"
125,4,NA,NA,3,5.33946e-05,"pollinator","Dasytes_lanzarotensis"
126,19,NA,NA,9,0.000765431,"pollinator","Dasytes_subaenescens"
126,19,NA,NA,10,0.000709093,"pollinator","Dasytes_subaenescens"
126,19,NA,NA,11,0.000508927,"pollinator","Dasytes_subaenescens"
126,19,NA,NA,13,0.000573002,"pollinator","Dasytes_subaenescens"
126,19,NA,NA,14,0.00236492,"pollinator","Dasytes_subaenescens"
127,1,NA,NA,13,6.88294e-05,"pollinator","Delia_flavibasis"
128,4,NA,NA,4,8.21536e-05,"pollinator","Diglyphus_chabrias"
129,1,NA,NA,13,0.000199115,"pollinator","Dilophus_hiemalis"
130,4,NA,NA,6,5.18284e-05,"pollinator","Dinarmoides_spilopterus"
130,4,NA,NA,7,6.64846e-05,"pollinator","Dinarmoides_spilopterus"
130,4,NA,NA,8,0.000254343,"pollinator","Dinarmoides_spilopterus"
131,7,NA,NA,3,3.43103e-05,"pollinator","Dischistus_atlanticus"
131,7,NA,NA,4,0.000198211,"pollinator","Dischistus_atlanticus"
